tournamentId,tournamentName,blackPlayerId,blackPlayerName,whitePlayerId,whitePlayerName,blackScore,blackTheoreticalScore,transcript
254,Dutch Open 58,1775,van Heere Mark,1758,van der Wagt Ben,33,32,f5f6e6f4g6c5g4g5f3e3c4g3h5d7d6c6d3c7b5f7d2h6h4h3e7b3b4e8c8e2d8b8g8c1e1f2f1c2c3a5a6d1g2a4b6a7b7g1h1h2h7a8b2a1b1f8g7h8a3a2
254,Dutch Open 58,1775,van Heere Mark,1708,Hobo Roel,37,32,f5d6c5f4e3c6d7e6f6d3c7d8c8e7f7b8c4b5b4b6a5a6b3c3a4a3g3f3f2h3g2g6g5g4h6e8e2d2h5h4g7h1c1d1e1g1f1b1c2b2a1a2a7f8g8h8h7b7a8h2
254,Dutch Open 58,1436,de Graaf Jan C.,1775,van Heere Mark,21,32,f5f6e6f4e3c5g5f3g6d7f2g3d6g4e7h6c6e2d3e1h5h4c4c7e8c8f7d8h3f8h7b4c3d2a3b3f1g1c2a5d1c1a2a4a6g2b2a1h1h2b1h8b5a7g7g8b8b6b7a8
254,Dutch Open 58,1775,van Heere Mark,1999,Aubroeck Patrick,37,30,f5d6c5f4e3c6d7e6f6d3c7g5e7b5b4b6c4g6a6f8e8c3e2d2g3f3g4f7f2e1g8h3a5d8c8a3b3f1h4h6h5a7a8b8b7h8c2c1d1a2a4b2h7g7a1g2h1h2b1g1
254,Dutch Open 58,1708,Hobo Roel,1758,van der Wagt Ben,29,34,f5f6e6f4g5d6d7e7f3g6g4f7f8h3g3e8d8h4h6e3c6h5g8h7c4b4c3c2a4c7c8d3c5b3d2e2g2f2c1d1e1b7b6b2b5a6a5a7f1h1a1b1a2a3h2g1h8b8a8g7
254,Dutch Open 58,1971,Schotte Tom,1758,van der Wagt Ben,27,33,f5f6e6f4g4e7f7g5f3e3c4g3h5c6c5d7d6b5b4b6d3c2h4h6h7g6a5f8d2a3e2b3h3a4c7c8d8e8b7d1c3f1e1f2b2a8b8a7a6g7b1c1g1h1h8g8g2h2a1a2
254,Dutch Open 58,1758,van der Wagt Ben,2052,Sneek Marcel,56,49,f5f6e6f4g5d6e7g6c5c4f3d7d3c6f7e3c8f8e8g3e2f2d2c3c2e1d1b1f1h6g4d8g8h3c7g2h5h4h1g7h2g1h8b8h7c1a1b2a2a3b4b3b5a6a4a5b6a7a8b7
254,Dutch Open 58,1758,van der Wagt Ben,1943,Zillig Remko,40,32,f5d6c3d3c4f4c5b3c2e3d2b6e2b4c6e6b5a5f7c7a3f3a4f2g5g4e7a2c8d7d8f8g6e8g8f6h3f1e1h4h5g3h2h6h7g2a7b1c1a6a1b2d1b7h1g1g7h8b8a8
254,Dutch Open 58,1943,Zillig Remko,1708,Hobo Roel,26,31,f5d6c5f4e3c6d3f6e6d7g3c4b4b3g5c3b5a5a4a3b6a6f7g6e7f8h6g4f3h5h4c2d8e2e1f2f1g2c7h3d2g1h1h2b1d1c1e8a7a8b2b8b7a2g8c8a1h8h7g7
254,Dutch Open 58,1999,Aubroeck Patrick,1708,Hobo Roel,18,22,f5f6e6f4c3e7f3f2g4g3g5h3e3c4c5h6h4h5g6d6d7c8f8e8f7h7g2c6e2d3b7d1e1d2c1b3b5c2b4a8d8b2b6a7h2h1g7a4a1b1a2a3a5a6g1f1c7b8g8h8
